관측소명 : 부산
관측개시일 : 1956년01월01일
관측소주소 : 부산광역시 중구 남포동 1가
위도 : 북위 35도  5분 47초
경도 : 동경 129도  2분  7초
순번	관측시간		수온(℃)	염분(PSU)	
634	2020/07/05 13:00	19.15	32.65	
635	2020/07/05 12:00	19.1	32.67	
636	2020/07/05 11:00	19.1	32.67	
637	2020/07/05 10:00	19.1	32.67	
638	2020/07/05 09:00	18.99	32.75	
639	2020/07/05 08:00	18.8	32.78	
640	2020/07/05 07:00	18.7	32.75	
641	2020/07/05 06:00	18.43	32.9	
642	2020/07/05 05:00	18.54	32.84	
643	2020/07/05 04:00	18.66	32.85	
644	2020/07/05 03:00	18.7	32.91	
645	2020/07/05 02:00	18.64	32.88	
646	2020/07/05 01:00	18.6	32.92	
647	2020/07/05 00:00	18.6	32.9	
648	2020/07/04 23:00	18.6	32.97	
649	2020/07/04 22:00	18.66	32.95	
650	2020/07/04 21:00	18.71	32.76	
651	2020/07/04 20:00	18.26	32.92	
652	2020/07/04 19:00	18.22	32.9	
653	2020/07/04 18:00	18.19	32.87	
654	2020/07/04 17:00	17.73	33.1	
655	2020/07/04 16:00	17.78	33.06	
656	2020/07/04 15:00	18.15	32.91	
657	2020/07/04 14:00	18.8	32.8	
658	2020/07/04 13:00	18.9	32.87	
659	2020/07/04 12:00	18.9	32.84	
660	2020/07/04 11:00	18.82	32.9	
661	2020/07/04 10:00	18.7	32.95	
662	2020/07/04 09:00	18.63	32.93	
663	2020/07/04 08:00	18.44	32.93	
664	2020/07/04 07:00	18.15	33.02	
665	2020/07/04 06:00	17.95	33.06	
666	2020/07/04 05:00	18.1	32.88	
667	2020/07/04 04:00	18.03	32.92	
668	2020/07/04 03:00	17.94	32.93	
669	2020/07/04 02:00	17.88	32.97	
670	2020/07/04 01:00	17.97	32.91	
671	2020/07/04 00:00	18.07	32.95	
672	2020/07/03 23:00	18.22	32.95	
673	2020/07/03 22:00	18.32	32.9	
674	2020/07/03 21:00	18.53	32.74	
675	2020/07/03 20:00	18.51	32.65	
676	2020/07/03 19:00	18.4	32.73	
677	2020/07/03 18:00	18.52	32.63	
678	2020/07/03 17:00	18.44	32.53	
679	2020/07/03 16:00	18.29	32.64	
680	2020/07/03 15:00	18.31	32.63	
681	2020/07/03 14:00	18.44	32.64	
682	2020/07/03 13:00	18.51	32.64	
683	2020/07/03 12:00	18.56	32.53	
684	2020/07/03 11:00	18.6	32.5	
685	2020/07/03 10:00	18.68	32.54	
686	2020/07/03 09:00	18.75	32.53	
687	2020/07/03 08:00	18.99	32.28	
688	2020/07/03 07:00	19.1	32.04	
689	2020/07/03 06:00	18.96	32.14	
690	2020/07/03 05:00	18.63	32.55	
691	2020/07/03 04:00	18.6	32.61	
692	2020/07/03 03:00	18.52	32.71	
693	2020/07/03 02:00	18.48	32.64	
694	2020/07/03 01:00	18.51	32.48	
695	2020/07/03 00:00	18.6	32.46	
696	2020/07/02 23:00	18.62	32.49	
697	2020/07/02 22:00	18.7	32.53	
698	2020/07/02 21:00	18.75	32.53	
699	2020/07/02 20:00	19.19	32.19	
700	2020/07/02 19:00	19.81	31.51	
701	2020/07/02 18:00	19.48	31.89	
702	2020/07/02 17:00	18.79	32.69	
703	2020/07/02 16:00	18.91	32.59	
704	2020/07/02 15:00	18.48	32.92	
705	2020/07/02 14:00	18.29	33.04	
706	2020/07/02 13:00	18.26	33.1	
707	2020/07/02 12:00	18.4	32.93	
708	2020/07/02 11:00	18.49	32.86	
709	2020/07/02 10:00	18.58	32.84	
710	2020/07/02 09:00	18.69	32.85	
711	2020/07/02 08:00	18.76	32.87	
712	2020/07/02 07:00	19.16	32.49	
713	2020/07/02 06:00	19.5	32.1	
714	2020/07/02 05:00	19.44	32.24	
715	2020/07/02 04:00	19.28	32.6	
716	2020/07/02 03:00	19.07	32.95	
717	2020/07/02 02:00	18.89	33.09	
718	2020/07/02 01:00	18.9	33.15	
719	2020/07/02 00:00	18.81	33.07	
720	2020/07/01 23:00	18.59	33.08	
721	2020/07/01 22:00	18.43	33.17	
722	2020/07/01 21:00	18.4	33.17	
723	2020/07/01 20:00	18.4	33.15	
724	2020/07/01 19:00	18.53	33.08	
725	2020/07/01 18:00	18.9	32.58	
726	2020/07/01 17:00	18.83	32.46	
727	2020/07/01 16:00	19.17	31.85	
728	2020/07/01 15:00	19.54	31.71	
729	2020/07/01 14:00	18.94	32.61	
730	2020/07/01 13:00	18.94	32.6	
731	2020/07/01 12:00	19.05	32.71	
732	2020/07/01 11:00	19.09	32.71	
733	2020/07/01 10:00	18.9	33	
734	2020/07/01 09:00	18.85	32.92	
735	2020/07/01 08:00	18.93	32.81	
736	2020/07/01 07:00	19.12	32.71	
737	2020/07/01 06:00	19.51	32.57	
738	2020/07/01 05:00	19.97	32.25	
739	2020/07/01 04:00	19.98	32.19	
740	2020/07/01 03:00	19.98	31.94	
741	2020/07/01 02:00	19.95	31.88	
742	2020/07/01 01:00	19.72	32.16	
743	2020/07/01 00:00	19.98	32.13	
744	2020/06/30 23:00	20.2	32.2	
745	2020/06/30 22:00	20.21	32.11	
746	2020/06/30 21:00	20.2	32.13	
747	2020/06/30 20:00	20.28	31.88	
748	2020/06/30 19:00	20.49	31.99	
749	2020/06/30 18:00	20.66	31.81	
750	2020/06/30 17:00	20.6	31.56	
751	2020/06/30 16:00	20.53	31.47	
752	2020/06/30 15:00	20.39	30.81	
753	2020/06/30 14:00	20.86	27.49	
754	2020/06/30 13:00	20.31	31.39	
755	2020/06/30 12:00	20.31	31.5	
756	2020/06/30 11:00	20.3	31.72	
757	2020/06/30 10:00	20.3	31.63	
758	2020/06/30 09:00	20.3	31.54	
759	2020/06/30 08:00	20.27	31.63	
760	2020/06/30 07:00	20.28	31.61	
761	2020/06/30 06:00	20.21	31.47	
762	2020/06/30 05:00	20.2	31.62	
763	2020/06/30 04:00	20.2	31.5	
764	2020/06/30 03:00	20.2	30.93	
765	2020/06/30 02:00	20.08	30.92	
766	2020/06/30 01:00	19.94	31.3	
767	2020/06/30 00:00	19.92	31.51	
768	2020/06/29 23:00	19.99	32.29	
769	2020/06/29 22:00	20	32.38	
770	2020/06/29 21:00	20.02	32.41	
771	2020/06/29 20:00	20.1	32.54	
772	2020/06/29 19:00	20.1	32.62	
773	2020/06/29 18:00	20.1	32.63	
774	2020/06/29 17:00	20.02	32.72	
775	2020/06/29 16:00	19.74	32.89	
776	2020/06/29 15:00	19.19	33.14	
777	2020/06/29 14:00	18.9	33.25	
778	2020/06/29 13:00	19.11	33.12	
779	2020/06/29 12:00	18.92	33.21	
780	2020/06/29 11:00	18.88	33.21	
781	2020/06/29 10:00	18.88	33.18	
782	2020/06/29 09:00	19.13	32.93	
783	2020/06/29 08:00	19.35	32.85	
784	2020/06/29 07:00	19.54	32.87	
785	2020/06/29 06:00	19.72	32.87	
786	2020/06/29 05:00	19.86	32.86	
787	2020/06/29 04:00	20	32.85	
788	2020/06/29 03:00	19.85	32.85	
789	2020/06/29 02:00	19.51	33	
790	2020/06/29 01:00	19.53	33	
791	2020/06/29 00:00	19.53	32.98	
792	2020/06/28 23:00	19.07	33.12	
793	2020/06/28 22:00	19.36	33.04	
794	2020/06/28 21:00	19.64	33.02	
795	2020/06/28 20:00	19.7	33.02	
796	2020/06/28 19:00	19.7	33.02	
797	2020/06/28 18:00	19.77	32.96	
798	2020/06/28 17:00	19.8	32.94	
799	2020/06/28 16:00	19.7	33.01	
800	2020/06/28 15:00	19.56	33.04	
801	2020/06/28 14:00	19.36	33.09	
802	2020/06/28 13:00	19.24	33.05	
803	2020/06/28 12:00	19.2	33	
804	2020/06/28 11:00	18.87	33.19	
805	2020/06/28 10:00	18.59	33.33	
806	2020/06/28 09:00	18.58	33.29	
807	2020/06/28 08:00	18.61	33.2	
808	2020/06/28 07:00	18.71	33.15	
809	2020/06/28 06:00	18.85	33.12	
810	2020/06/28 05:00	18.94	33.14	
811	2020/06/28 04:00	19.08	33.11	
812	2020/06/28 03:00	19.22	32.99	
813	2020/06/28 02:00	19.12	32.97	
814	2020/06/28 01:00	18.71	33.2	
815	2020/06/28 00:00	18.74	33.17	
816	2020/06/27 23:00	18.77	33.18	
817	2020/06/27 22:00	18.69	33.2	
818	2020/06/27 21:00	18.69	33.19	
819	2020/06/27 20:00	18.8	33.16	
820	2020/06/27 19:00	18.79	33.17	
821	2020/06/27 18:00	18.68	33.26	
822	2020/06/27 17:00	18.6	33.26	
823	2020/06/27 16:00	18.5	33.31	
824	2020/06/27 15:00	18.46	33.33	
825	2020/06/27 14:00	18.65	33.19	
826	2020/06/27 13:00	18.7	33.07	
827	2020/06/27 12:00	18.85	33.06	
828	2020/06/27 11:00	19.23	32.84	
829	2020/06/27 10:00	18.73	33.02	
830	2020/06/27 09:00	18.7	33.16	
831	2020/06/27 08:00	18.59	33.08	
832	2020/06/27 07:00	18.58	32.84	
833	2020/06/27 06:00	18.65	32.81	
834	2020/06/27 05:00	18.81	32.87	
835	2020/06/27 04:00	18.94	32.91	
836	2020/06/27 03:00	19.07	32.91	
837	2020/06/27 02:00	19.58	32.52	
838	2020/06/27 01:00	19.42	32.59	
839	2020/06/27 00:00	18.92	32.94	
840	2020/06/26 23:00	18.73	33.07	
841	2020/06/26 22:00	18.84	32.94	
842	2020/06/26 21:00	18.52	33.21	
843	2020/06/26 20:00	18.71	33.12	
844	2020/06/26 19:00	19.03	32.97	
845	2020/06/26 18:00	19.25	32.88	
846	2020/06/26 17:00	19.3	32.89	
847	2020/06/26 16:00	19.3	32.84	
848	2020/06/26 15:00	19.3	32.78	
849	2020/06/26 14:00	19.3	32.76	
850	2020/06/26 13:00	19.17	32.79	
851	2020/06/26 12:00	18.92	32.86	
852	2020/06/26 11:00	18.74	33	
853	2020/06/26 10:00	19.65	32.16	
854	2020/06/26 09:00	19	32.99	
855	2020/06/26 08:00	18.76	33.11	
856	2020/06/26 07:00	18.54	32.98	
857	2020/06/26 06:00	18.41	32.96	
858	2020/06/26 05:00	18.61	32.92	
859	2020/06/26 04:00	18.74	32.96	
860	2020/06/26 03:00	18.9	32.92	
861	2020/06/26 02:00	19.2	32.82	
862	2020/06/26 01:00	19.71	32.46	
863	2020/06/26 00:00	19.69	32.37	
864	2020/06/25 23:00	19.58	32.53	
865	2020/06/25 22:00	19.53	32.76	
866	2020/06/25 21:00	19.58	32.7	
867	2020/06/25 20:00	19.31	32.93	
868	2020/06/25 19:00	19.3	32.98	
869	2020/06/25 18:00	19.66	32.64	
870	2020/06/25 17:00	19.87	32.63	
871	2020/06/25 16:00	19.9	32.67	
872	2020/06/25 15:00	19.9	32.6	
873	2020/06/25 14:00	19.9	32.6	
874	2020/06/25 13:00	19.83	32.64	
875	2020/06/25 12:00	19.73	32.58	
876	2020/06/25 11:00	19.58	32.63	
877	2020/06/25 10:00	19.58	32.52	
878	2020/06/25 09:00	19.65	31.51	
879	2020/06/25 08:00	19.5	32.36	
880	2020/06/25 07:00	19.36	32.9	
881	2020/06/25 06:00	19.25	32.87	
882	2020/06/25 05:00	19.2	32.84	
883	2020/06/25 04:00	19.13	32.9	
884	2020/06/25 03:00	19.1	32.97	
885	2020/06/25 02:00	19.15	33.01	
886	2020/06/25 01:00	19.34	32.93	
887	2020/06/25 00:00	19.77	32.73	
888	2020/06/24 23:00	19.99	32.65	
889	2020/06/24 22:00	19.84	32.97	
890	2020/06/24 21:00	19.77	32.98	
891	2020/06/24 20:00	19.78	32.94	
892	2020/06/24 19:00	19.6	33.18	
893	2020/06/24 18:00	19.89	33	
894	2020/06/24 17:00	20.26	32.68	
895	2020/06/24 16:00	20.39	32.64	
896	2020/06/24 15:00	20.4	32.64	
897	2020/06/24 14:00	20.3	32.72	
898	2020/06/24 13:00	20.28	32.66	
899	2020/06/24 12:00	20.14	32.76	
900	2020/06/24 11:00	19.86	32.98	
901	2020/06/24 10:00	19.71	33.15	
902	2020/06/24 09:00	19.85	33.16	
903	2020/06/24 08:00	19.97	33.14	
904	2020/06/24 07:00	19.8	33.14	
905	2020/06/24 06:00	19.67	33.18	
906	2020/06/24 05:00	19.57	33.21	
907	2020/06/24 04:00	19.6	33.11	
908	2020/06/24 03:00	19.66	33.14	
909	2020/06/24 02:00	19.78	33.1	
910	2020/06/24 01:00	19.8	33.14	
911	2020/06/24 00:00	20.15	33.03	
912	2020/06/23 23:00	20.72	32.86	
913	2020/06/23 22:00	20.36	32.88	
914	2020/06/23 21:00	20.26	33.14	
915	2020/06/23 20:00	20.16	33.15	
916	2020/06/23 19:00	20.35	33.16	
917	2020/06/23 18:00	20.5	33.12	
918	2020/06/23 17:00	20.46	33.16	
919	2020/06/23 16:00	20.5	33.12	
920	2020/06/23 15:00	20.47	33.05	
921	2020/06/23 14:00	20.32	33.04	
922	2020/06/23 13:00	20.21	33.11	
923	2020/06/23 12:00	20.15	33.12	
924	2020/06/23 11:00	19.98	33.15	
925	2020/06/23 10:00	19.83	33.24	
926	2020/06/23 09:00	19.82	33.25	
927	2020/06/23 08:00	19.87	33.21	
928	2020/06/23 07:00	19.82	33.24	
929	2020/06/23 06:00	19.76	33.24	
930	2020/06/23 05:00	19.64	33.15	
931	2020/06/23 04:00	19.74	33.07	
932	2020/06/23 03:00	19.82	33.04	
933	2020/06/23 02:00	19.96	33.08	
934	2020/06/23 01:00	20.13	33.05	
935	2020/06/23 00:00	20.25	33.04	
936	2020/06/22 23:00	20.38	33.01	
937	2020/06/22 22:00	20.27	33.09	
938	2020/06/22 21:00	20.16	33.15	
939	2020/06/22 20:00	20.06	33.23	
940	2020/06/22 19:00	20.15	33.21	
941	2020/06/22 18:00	20.2	33.2	
942	2020/06/22 17:00	20.2	33.2	
943	2020/06/22 16:00	20.2	33.2	
944	2020/06/22 15:00	20.2	33.12	
945	2020/06/22 14:00	20.18	33.14	
946	2020/06/22 13:00	20.09	33.21	
947	2020/06/22 12:00	20	33.19	
948	2020/06/22 11:00	19.97	33.17	
949	2020/06/22 10:00	19.9	33.19	
950	2020/06/22 09:00	19.82	33.25	
951	2020/06/22 08:00	19.8	33.27	
952	2020/06/22 07:00	19.8	33.27	
953	2020/06/22 06:00	19.8	33.27	
954	2020/06/22 05:00	19.78	33.29	
955	2020/06/22 04:00	19.79	33.28	
956	2020/06/22 03:00	19.86	33.22	
957	2020/06/22 02:00	19.92	33.18	
958	2020/06/22 01:00	20	33.19	
959	2020/06/22 00:00	20	33.2	
960	2020/06/21 23:00	20.02	33.26	
961	2020/06/21 22:00	20.1	33.2	
962	2020/06/21 21:00	20.1	33.2	
963	2020/06/21 20:00	20.02	33.26	
964	2020/06/21 19:00	19.95	33.26	
965	2020/06/21 18:00	20.17	33.19	
966	2020/06/21 17:00	20.2	33.2	
967	2020/06/21 16:00	20.15	33.16	
968	2020/06/21 15:00	20.1	33.19	
969	2020/06/21 14:00	20.1	33.17	
970	2020/06/21 13:00	20.04	33.17	
971	2020/06/21 12:00	19.99	33.13	
972	2020/06/21 11:00	19.9	33.19	
973	2020/06/21 10:00	19.78	33.19	
974	2020/06/21 09:00	19.65	33.2	
975	2020/06/21 08:00	19.6	33.21	
976	2020/06/21 07:00	19.57	33.2	
977	2020/06/21 06:00	19.53	33.24	
978	2020/06/21 05:00	19.6	33.18	
979	2020/06/21 04:00	19.63	33.22	
980	2020/06/21 03:00	19.7	33.2	
981	2020/06/21 02:00	19.7	33.23	
982	2020/06/21 01:00	19.7	33.27	
983	2020/06/21 00:00	19.75	33.23	
984	2020/06/20 23:00	19.8	33.19	
985	2020/06/20 22:00	19.71	33.19	
986	2020/06/20 21:00	19.48	33.22	
987	2020/06/20 20:00	19.4	33.26	
988	2020/06/20 19:00	19.48	33.25	
989	2020/06/20 18:00	19.47	33.22	
990	2020/06/20 17:00	18.95	33.42	
991	2020/06/20 16:00	18.86	33.39	
992	2020/06/20 15:00	19.1	33.24	
993	2020/06/20 14:00	19.42	33.21	
994	2020/06/20 13:00	19.59	33.19	
995	2020/06/20 12:00	19.53	33.23	
996	2020/06/20 11:00	19.48	33.22	
997	2020/06/20 10:00	19.38	33.21	
998	2020/06/20 09:00	19.26	33.2	
999	2020/06/20 08:00	19.12	33.28	
1000	2020/06/20 07:00	19.1	33.33	
1001	2020/06/20 06:00	18.95	33.29	
1002	2020/06/20 05:00	18.9	33.25	
1003	2020/06/20 04:00	18.99	33.29	
1004	2020/06/20 03:00	19.17	33.33	
1005	2020/06/20 02:00	19.16	33.3	
1006	2020/06/20 01:00	19.1	33.29	
1007	2020/06/20 00:00	19.1	33.25	
1008	2020/06/19 23:00	19.1	33.22	
1009	2020/06/19 22:00	18.97	33.21	
1010	2020/06/19 21:00	18.7	33.19	
1011	2020/06/19 20:00	18.63	33.28	
1012	2020/06/19 19:00	18.66	33.27	
1013	2020/06/19 18:00	18.55	33.29	
1014	2020/06/19 17:00	18.59	33.2	
1015	2020/06/19 16:00	18.4	33.23	
1016	2020/06/19 15:00	18.23	33.37	
1017	2020/06/19 14:00	18.36	33.3	
1018	2020/06/19 13:00	18.47	33.32	
1019	2020/06/19 12:00	18.41	33.39	
1020	2020/06/19 11:00	18.34	33.42	
1021	2020/06/19 10:00	18.3	33.4	
1022	2020/06/19 09:00	18.22	33.39	
1023	2020/06/19 08:00	18.2	33.26	
1024	2020/06/19 07:00	18.11	33.3	
1025	2020/06/19 06:00	18.23	33.07	
1026	2020/06/19 05:00	18.38	32.91	
1027	2020/06/19 04:00	18.2	33.23	
1028	2020/06/19 03:00	18.2	33.3	
1029	2020/06/19 02:00	18.2	33.32	
1030	2020/06/19 01:00	18.2	33.33	
1031	2020/06/19 00:00	18.24	33.36	
1032	2020/06/18 23:00	18.34	33.31	
1033	2020/06/18 22:00	18.4	33.34	
1034	2020/06/18 21:00	18.46	33.28	
1035	2020/06/18 20:00	18.49	33.18	
1036	2020/06/18 19:00	18.4	33.28	
1037	2020/06/18 18:00	18.4	33.31	
1038	2020/06/18 17:00	18.43	33.35	
1039	2020/06/18 16:00	18.24	33.38	
1040	2020/06/18 15:00	18.06	33.51	
1041	2020/06/18 14:00	18.41	33.28	
1042	2020/06/18 13:00	18.76	33.25	
1043	2020/06/18 12:00	18.99	33.23	
1044	2020/06/18 11:00	19.1	33.22	
1045	2020/06/18 10:00	19.1	33.25	
1046	2020/06/18 09:00	19.14	33.27	
1047	2020/06/18 08:00	19.21	33.21	
1048	2020/06/18 07:00	19.22	33.15	
1049	2020/06/18 06:00	18.84	33.26	
1050	2020/06/18 05:00	18.55	33.37	
1051	2020/06/18 04:00	18.3	33.62	
1052	2020/06/18 03:00	18.51	33.53	
1053	2020/06/18 02:00	18.69	33.42	
1054	2020/06/18 01:00	18.84	33.35	
1055	2020/06/18 00:00	18.9	33.41	
1056	2020/06/17 23:00	19	33.41	
1057	2020/06/17 22:00	19.07	33.36	
1058	2020/06/17 21:00	19.1	33.37	
1059	2020/06/17 20:00	19.29	33.33	
1060	2020/06/17 19:00	19.36	33.34	
1061	2020/06/17 18:00	18.72	33.56	
1062	2020/06/17 17:00	18.66	33.55	
1063	2020/06/17 16:00	18.45	33.48	
1064	2020/06/17 15:00	18.42	33.36	
1065	2020/06/17 14:00	18.61	33.35	
1066	2020/06/17 13:00	18.94	33.36	
1067	2020/06/17 12:00	19.23	33.42	
1068	2020/06/17 11:00	19.3	33.37	
1069	2020/06/17 10:00	19.3	33.28	
1070	2020/06/17 09:00	19.3	33.2	
1071	2020/06/17 08:00	19.3	33.17	
1072	2020/06/17 07:00	19.23	33.23	
1073	2020/06/17 06:00	18.98	33.31	
1074	2020/06/17 05:00	18.52	33.52	
1075	2020/06/17 04:00	18.54	33.52	
1076	2020/06/17 03:00	18.67	33.44	
1077	2020/06/17 02:00	18.7	33.41	
1078	2020/06/17 01:00	18.77	33.37	
1079	2020/06/17 00:00	18.86	33.38	
1080	2020/06/16 23:00	18.92	33.4	
1081	2020/06/16 22:00	19	33.41	
1082	2020/06/16 21:00	19.1	33.33	
1083	2020/06/16 20:00	19.01	33.41	
1084	2020/06/16 19:00	18.82	33.5	
1085	2020/06/16 18:00	18.09	33.76	
1086	2020/06/16 17:00	18.09	33.75	
1087	2020/06/16 16:00	18.52	33.57	
1088	2020/06/16 15:00	18.17	33.56	
1089	2020/06/16 14:00	18	33.49	
1090	2020/06/16 13:00	18.13	33.45	
1091	2020/06/16 12:00	18.23	33.44	
1092	2020/06/16 11:00	18.3	33.47	
1093	2020/06/16 10:00	18.38	33.47	
1094	2020/06/16 09:00	18.48	33.45	
1095	2020/06/16 08:00	18.6	33.45	
1096	2020/06/16 07:00	18.66	33.44	
1097	2020/06/16 06:00	18.7	33.4	
1098	2020/06/16 05:00	18.5	33.37	
1099	2020/06/16 04:00	18.23	33.38	
1100	2020/06/16 03:00	18.2	33.34	
1101	2020/06/16 02:00	18.33	33.36	
1102	2020/06/16 01:00	18.4	33.38	
1103	2020/06/16 00:00	18.49	33.4	
1104	2020/06/15 23:00	18.5	33.4	
1105	2020/06/15 22:00	18.5	33.4	
1106	2020/06/15 21:00	18.5	33.4	
1107	2020/06/15 20:00	18.57	33.34	
1108	2020/06/15 19:00	18.58	33.34	
1109	2020/06/15 18:00	18.37	33.35	
1110	2020/06/15 17:00	18.24	33.27	
1111	2020/06/15 16:00	18.59	33.12	
1112	2020/06/15 15:00	19.23	32.52	
1113	2020/06/15 14:00	18.04	33.28	
1114	2020/06/15 13:00	17.86	33.27	
1115	2020/06/15 12:00	17.8	33.3	
1116	2020/06/15 11:00	17.7	33.34	
1117	2020/06/15 10:00	17.7	33.29	
1118	2020/06/15 09:00	17.7	33.31	
1119	2020/06/15 08:00	17.83	33.28	
1120	2020/06/15 07:00	17.93	33.3	
1121	2020/06/15 06:00	18.02	33.28	
1122	2020/06/15 05:00	18.14	33.19	
1123	2020/06/15 04:00	18.5	32.72	
1124	2020/06/15 03:00	18.69	32.18	
1125	2020/06/15 02:00	18.82	31.66	
1126	2020/06/15 01:00	18.9	-	
1127	2020/06/15 00:00	18.9	-	
1128	2020/06/14 23:00	18.99	-	
1129	2020/06/14 22:00	19.07	-	
1130	2020/06/14 21:00	19.1	-	
1131	2020/06/14 20:00	19.1	-	
1132	2020/06/14 19:00	19.1	-	
1133	2020/06/14 18:00	19.1	-	
1134	2020/06/14 17:00	19.1	-	
1135	2020/06/14 16:00	-	-	
1136	2020/06/14 15:00	-	-	
1137	2020/06/14 14:00	-	-	
1138	2020/06/14 13:00	-	-	
1139	2020/06/14 12:00	-	-	
1140	2020/06/14 11:00	-	-	
1141	2020/06/14 10:00	-	-	
1142	2020/06/14 09:00	-	-	
1143	2020/06/14 08:00	-	-	
1144	2020/06/14 07:00	-	-	
1145	2020/06/14 06:00	-	-	
1146	2020/06/14 05:00	-	-	
1147	2020/06/14 04:00	-	-	
1148	2020/06/14 03:00	-	-	
1149	2020/06/14 02:00	-	-	
1150	2020/06/14 01:00	-	-	
1151	2020/06/14 00:00	-	-	
1152	2020/06/13 23:00	-	-	
1153	2020/06/13 22:00	-	-	
1154	2020/06/13 21:00	-	-	
1155	2020/06/13 20:00	-	-	
1156	2020/06/13 19:00	-	-	
1157	2020/06/13 18:00	-	-	
1158	2020/06/13 17:00	-	-	
1159	2020/06/13 16:00	-	-	
1160	2020/06/13 15:00	-	-	
1161	2020/06/13 14:00	-	-	
1162	2020/06/13 13:00	-	-	
1163	2020/06/13 12:00	-	-	
1164	2020/06/13 11:00	-	-	
1165	2020/06/13 10:00	-	-	
1166	2020/06/13 09:00	-	-	
1167	2020/06/13 08:00	-	-	
1168	2020/06/13 07:00	-	-	
1169	2020/06/13 06:00	-	-	
1170	2020/06/13 05:00	-	-	
1171	2020/06/13 04:00	19	33.21	
1172	2020/06/13 03:00	18.93	33.24	
1173	2020/06/13 02:00	18.69	33.5	
1174	2020/06/13 01:00	18.48	33.76	
1175	2020/06/13 00:00	18.31	33.64	
1176	2020/06/12 23:00	18.31	33.96	
1177	2020/06/12 22:00	18.44	33.89	
1178	2020/06/12 21:00	18.63	33.88	
1179	2020/06/12 20:00	18.75	33.88	
1180	2020/06/12 19:00	18.88	33.85	
1181	2020/06/12 18:00	18.9	33.85	
1182	2020/06/12 17:00	18.9	33.83	
1183	2020/06/12 16:00	18.9	33.84	
1184	2020/06/12 15:00	18.87	33.9	
1185	2020/06/12 14:00	18.76	33.89	
1186	2020/06/12 13:00	18.69	33.86	
1187	2020/06/12 12:00	18.59	33.9	
1188	2020/06/12 11:00	18.66	33.75	
1189	2020/06/12 10:00	18.49	33.82	
1190	2020/06/12 09:00	18.6	33.8	
1191	2020/06/12 08:00	18.66	33.84	
1192	2020/06/12 07:00	18.74	33.86	
1193	2020/06/12 06:00	18.88	33.82	
1194	2020/06/12 05:00	18.97	33.87	
1195	2020/06/12 04:00	19.04	33.88	
1196	2020/06/12 03:00	19.05	33.87	
1197	2020/06/12 02:00	19.04	33.84	
1198	2020/06/12 01:00	18.71	33.86	
1199	2020/06/12 00:00	18.41	33.83	
1200	2020/06/11 23:00	18.45	33.76	
1201	2020/06/11 22:00	18.45	33.55	
1202	2020/06/11 21:00	18.42	33.79	
1203	2020/06/11 20:00	18.48	33.76	
1204	2020/06/11 19:00	18.5	33.8	
1205	2020/06/11 18:00	18.5	33.82	
1206	2020/06/11 17:00	18.57	33.77	
1207	2020/06/11 16:00	18.6	33.74	
1208	2020/06/11 15:00	18.6	33.79	
1209	2020/06/11 14:00	18.63	33.75	
1210	2020/06/11 13:00	18.57	33.76	
1211	2020/06/11 12:00	18.7	33.39	
1212	2020/06/11 11:00	18.67	33.61	
1213	2020/06/11 10:00	18.45	33.9	
1214	2020/06/11 09:00	18.55	33.98	
1215	2020/06/11 08:00	18.62	33.97	
1216	2020/06/11 07:00	18.7	33.96	
1217	2020/06/11 06:00	18.7	34	
1218	2020/06/11 05:00	18.78	34.01	
1219	2020/06/11 04:00	18.82	34.05	
1220	2020/06/11 03:00	18.88	34.02	
1221	2020/06/11 02:00	18.82	34.06	
1222	2020/06/11 01:00	18.72	33.99	
1223	2020/06/11 00:00	18.41	34.01	
1224	2020/06/10 23:00	18.3	33.97	
1225	2020/06/10 22:00	18.4	33.83	
1226	2020/06/10 21:00	18.42	33.81	
1227	2020/06/10 20:00	18.4	33.99	
1228	2020/06/10 19:00	18.4	33.99	
1229	2020/06/10 18:00	18.4	34.02	
1230	2020/06/10 17:00	18.4	34.05	
1231	2020/06/10 16:00	18.4	34.01	
1232	2020/06/10 15:00	18.4	34	
1233	2020/06/10 14:00	18.4	34.07	
1234	2020/06/10 13:00	18.4	34.04	
1235	2020/06/10 12:00	18.34	34.04	
1236	2020/06/10 11:00	18.31	34.07	
1237	2020/06/10 10:00	18.37	34.01	
1238	2020/06/10 09:00	18.17	34.08	
1239	2020/06/10 08:00	18.06	34.03	
1240	2020/06/10 07:00	18	34.07	
1241	2020/06/10 06:00	18.01	34.06	
1242	2020/06/10 05:00	18.1	34.07	
1243	2020/06/10 04:00	18.14	34.07	
1244	2020/06/10 03:00	18.2	34.07	
1245	2020/06/10 02:00	18.2	34.07	
1246	2020/06/10 01:00	18.2	34.07	
1247	2020/06/10 00:00	18.2	34.07	
1248	2020/06/09 23:00	18.2	34.07	
1249	2020/06/09 22:00	18.11	34.14	
1250	2020/06/09 21:00	18.19	34.08	
1251	2020/06/09 20:00	18.2	34.14	
1252	2020/06/09 19:00	18.17	34.1	
1253	2020/06/09 18:00	18.1	34.15	
1254	2020/06/09 17:00	18.04	34.16	
1255	2020/06/09 16:00	17.93	34.07	
1256	2020/06/09 15:00	17.9	34.06	
1257	2020/06/09 14:00	17.9	34.06	
1258	2020/06/09 13:00	17.9	34.06	
1259	2020/06/09 12:00	18.02	34.1	
1260	2020/06/09 11:00	18.09	34.13	
1261	2020/06/09 10:00	18.07	34.11	
